Project ID,Project Name,Sector,Status,Project Manager,Person Responsible,Start Date,End Date,Budget (KES),County,Longitude,Latitude
P0588,Greenhouse Project,Transport,Completed,Mercy Toroitich,Sarah Cherono,28/04/2022,04/10/2023,2028971012,Kitui,38.06128804,-1.684353936
P0589,Borehole Drilling,Transport,Design,Fatma Otieno,Fatma Hassan,07/02/2027,16/03/2029,1252556715,Kitui,38.03372617,-1.757032144
P0590,Gishu Bridge Construction,Education,Completed,Fatma Ekal,Fatma Ekidor,15/11/2023,24/11/2024,801002706,Kitui,38.80327821,-0.805942853
P0591,Gishu Highway Upgrade,Agriculture,Ongoing,Daniel Mohamed,Peter Adan,06/06/2025,17/12/2025,2951038605,Kitui,38.59984477,-2.444791719
P0592,Gishu Library Project,Agriculture,Design,Daniel Cherono,Chebet Otieno,22/02/2027,10/12/2027,2752388589,Kitui,38.61743765,-1.134810723
P0593,Gishu Farm Input Program,Water,Ongoing,Francis Abdalla,Ahmed Adan,19/01/2025,02/08/2027,2793808927,Kitui,38.91066999,-1.531955036
P0594,Farm Input Program,Energy,Completed,Daniel Mutua,Peter Hussein,30/08/2021,04/07/2023,2795510423,Kitui,38.05113876,-1.767267218
P0595,Water Pipeline,Tourism,Completed,Fatma Ekidor,Halima Ekidor,06/02/2023,20/08/2024,56500808,Kitui,38.13237395,-1.316819635
P0596,Solar Power Plant,Health,Ongoing,Chebet Chepngeno,Rose Mutua,25/01/2024,04/11/2026,1389175953,Kitui,38.40916079,-1.762210853
P0597,Wildlife Conservancy,Health,Design,David Abdalla,Rose Kibet,23/10/2026,05/03/2028,301023601,Kitui,38.14601369,-0.545682642
P0598,Referral Hospital,Education,Completed,James Mutua,Samuel Kiprotich,22/08/2021,29/01/2023,628420039,Kitui,38.96814543,-1.156348009
P0599,Medical Supply Chain,Education,Ongoing,Sarah Ekal,Halima Ekal,30/04/2025,10/03/2027,2450568405,Kitui,38.2417128,-1.345627037
P0600,Library Project,Health,Completed,Ali Ekal,Ahmed Toroitich,11/04/2021,25/11/2023,2182017106,Kitui,38.97286844,-2.91054946
P0601,Library Project,Energy,Ongoing,Ali Ekal,Chebet Kiprotich,28/06/2025,18/12/2027,2514253898,Kitui,38.69375937,-1.348945067
P0602,Medical Supply Chain,Transport,Design,Halima Otieno,Halima Chepngeno,18/02/2027,18/09/2029,2268560842,Kitui,38.18407144,-0.565570809
P0603,Biogas Initiative,Education,Ongoing,Janet Noor,Rebecca Adan,13/02/2025,21/05/2026,962362426,Kitui,38.85414171,-2.152463258
P0604,Bypass Road,ICT,Design,Rose Noor,Samuel Chepngeno,06/02/2026,05/11/2026,2931562048,Kitui,38.42732973,-1.323633701
P0605,Library Project,Housing,Design,Daniel Hassan,Sarah Onyango,24/08/2026,30/10/2028,620215913,Kitui,38.23089778,-0.322967603
P0606,E-Government System,Agriculture,Completed,Rebecca Ekidor,Ahmed Mutua,27/01/2023,23/11/2023,2624321697,Kitui,38.3723905,-1.415400452
P0607,Resettlement Housing,Agriculture,Ongoing,Janet Hassan,Samuel Ekidor,06/05/2025,25/09/2027,2748795646,Kitui,38.42438149,-1.672440953
P0608,Greenhouse Project,Education,Completed,Hassan Kibet,Fatma Hassan,21/01/2023,24/01/2024,2149297312,Kitui,38.88249679,-1.261451374
P0609,Agro-Processing Plant,Health,Ongoing,Fatma Ekidor,Daniel Mohamed,22/07/2025,05/01/2027,453976717,Kitui,37.96844998,-1.712173877
P0610,Technical Institute,ICT,Ongoing,James Nduku,Rebecca Adan,03/04/2025,31/08/2026,2135198223,Kitui,38.80302104,-1.866136906
P0611,Referral Hospital,Health,Ongoing,Ahmed Mutua,David Ekal,05/02/2024,17/10/2026,2292364906,Kitui,38.59417232,-1.899746302
P0612,Smart City Project,Transport,Design,Joseph Mutua,Sarah Chepngeno,06/07/2026,01/12/2027,2823710096,Kitui,38.65631256,-0.896188493
P0613,Referral Hospital,Housing,Ongoing,Abdi Chebet,Mercy Chepngeno,23/06/2025,03/10/2026,1924156187,Kitui,37.92522916,-0.919983987
P0614,Bypass Road,Health,Completed,Grace Toroitich,Janet Toroitich,15/12/2024,24/06/2025,1158733402,Kitui,38.80992351,-2.065857069
P0615,Resettlement Housing,Education,Ongoing,Peter Cherono,Mercy Otieno,02/03/2025,10/01/2026,404410419,Kitui,38.31001902,-1.632619492
P0616,Health Center Upgrade,Energy,Design,David Hassan,Rose Mwangi,19/02/2027,11/07/2029,2481092957,Kitui,38.59789492,-2.56937997
P0617,Digital Learning Center,Education,Completed,Joseph Mohamed,Janet Kiprotich,13/10/2021,26/04/2024,2484584970,Kitui,38.69351121,-2.868356424
P0618,Solar Power Plant,Water,Design,Mercy Chepngeno,Rebecca Nduku,13/01/2026,16/03/2028,2864229543,Kitui,38.56655068,-0.423713373
P0619,Library Project,Agriculture,Completed,Janet Ekal,Fatma Abdalla,08/04/2022,04/12/2023,142957492,Kitui,38.50798962,-2.618244749
P0620,Water Pipeline,Energy,Completed,Chebet Hussein,Samuel Mutua,11/07/2023,18/10/2024,2503347384,Kitui,38.59884673,-2.995980872
P0621,Irrigation Scheme,Energy,Design,Janet Abdalla,Grace Achieng,27/10/2025,09/12/2027,879402272,Kitui,37.85917761,-1.532784256
P0622,Biogas Initiative,Water,Design,Fatma Otieno,Francis Kiprotich,29/03/2027,29/03/2029,493352827,Kitui,38.68134212,-1.452075161
P0623,Biogas Initiative,Tourism,Completed,Rebecca Adan,Mercy Mutua,22/09/2022,28/09/2024,2845093624,Kitui,37.70609061,-1.201208221
P0624,Water Pipeline,Education,Ongoing,Rose Ekal,Janet Adan,07/06/2024,16/08/2027,632804322,Kitui,38.31641133,-0.076848795
P0625,Cultural Center,ICT,Ongoing,Abdi Mutua,Rebecca Chebet,01/09/2024,08/11/2025,2529893681,Kitui,38.42547841,-0.268662885
P0626,Technical Institute,Transport,Design,Ahmed Mohamed,Ali Mwangi,13/01/2026,10/10/2026,1882353726,Kitui,38.13628721,-1.5229639
P0627,E-Government System,Housing,Ongoing,Hassan Mutua,Hassan Toroitich,28/02/2024,22/03/2027,465163067,Kitui,37.74375534,-1.164777292
P0628,Bus Rapid Transit,Education,Design,Joseph Chepngeno,Chebet Otieno,30/01/2027,16/08/2028,646233533,Kitui,38.5695215,-1.907442959
P0629,Affordable Housing,Housing,Completed,Fatma Ekidor,Hassan Kiprotich,09/12/2022,28/09/2024,1712717712,Kitui,38.4352356,-0.477074911
P0630,Library Project,ICT,Ongoing,Ahmed Kiprotich,Fatma Mohamed,31/10/2024,01/08/2026,865659455,Kitui,38.82949886,-1.015136824
P0631,Estate Development,Energy,Ongoing,David Chepngeno,Sarah Kibet,27/02/2024,14/03/2027,2058075281,Kitui,38.06742865,-1.253684581
P0632,E-Government System,Energy,Completed,Hassan Otieno,Mercy Noor,24/06/2022,06/12/2024,629853180,Kitui,38.82740855,-2.974470168
P0633,Biogas Initiative,Transport,Design,Hassan Otieno,Daniel Nduku,24/09/2026,21/09/2027,524135979,Kitui,38.12614478,-0.548883566
P0634,Biogas Initiative,Water,Design,David Nduku,Francis Kiprotich,23/12/2026,30/10/2028,2723358119,Kitui,38.13715848,-1.273188978
P0635,Bypass Road,Education,Ongoing,Sarah Onyango,Rose Ekidor,01/04/2024,28/05/2027,489690619,Kitui,38.5417537,-0.860484298
P0636,Sanitation Project,Transport,Ongoing,David Toroitich,Ahmed Ekal,24/08/2024,10/04/2026,1520337446,Kitui,38.76002228,-1.299120635
P0637,Digital Learning Center,Housing,Ongoing,Mercy Hussein,Janet Mohamed,04/07/2025,23/10/2025,2319340516,Kitui,38.59570406,-2.929870636
P0638,Bridge Construction,Health,Design,Sarah Kibet,James Adan,02/01/2026,08/12/2027,1864532401,Kitui,38.71085324,-0.757451317
P0639,Affordable Housing,Housing,Ongoing,Janet Onyango,Rebecca Onyango,04/08/2024,15/12/2027,1280237182,Kitui,38.39078811,-2.34688731
P0640,Medical Supply Chain,Energy,Completed,Sarah Noor,Grace Noor,07/05/2021,15/01/2024,2199897853,Kitui,38.45528912,-2.413591415
P0641,Urban Renewal Project,Water,Completed,Rebecca Mwangi,Grace Mohamed,11/10/2021,15/03/2024,348370384,Kitui,37.89065507,-1.372568729
P0642,Solar Power Plant,Energy,Design,Samuel Toroitich,Daniel Noor,03/09/2026,17/09/2028,1182432330,Kitui,37.9619892,-1.320961089
P0643,Dam Construction,Agriculture,Ongoing,David Ekidor,Abdi Adan,28/01/2024,05/03/2028,2531362034,Kitui,38.58182585,-1.390938918
P0644,Solar Power Plant,Education,Completed,Mercy Otieno,Hassan Chepngeno,14/05/2022,20/02/2024,2469454678,Kitui,38.66646878,-2.050743127
P0645,Farm Input Program,Energy,Design,Janet Otieno,Samuel Mwangi,27/07/2026,08/01/2029,2097164917,Kitui,38.22102328,-2.380372132
P0646,School Construction,Energy,Completed,Rebecca Toroitich,Peter Achieng,15/07/2020,27/02/2023,760477189,Kitui,37.89828016,-0.872440862
P0647,Mini Hydro Project,Agriculture,Design,Ahmed Onyango,Ahmed Otieno,02/12/2025,16/07/2028,1070365508,Kitui,38.31077828,-1.044996539
P0648,Gishu Biogas Initiative,ICT,Design,Fatma Achieng,Fatma Kiprotich,27/06/2026,21/05/2027,168826583,Kitui,38.47643807,-0.801856949
P0649,Farm Input Program,Energy,Design,Peter Nduku,Ahmed Hassan,14/09/2026,09/07/2028,1653145062,Kitui,38.36439835,-0.162474455
P0650,Digital Hub,Health,Ongoing,Daniel Chepngeno,Hassan Ekidor,06/07/2024,26/01/2027,957195795,Kitui,38.23200542,-0.59803688
P0651,Wind Farm,Water,Design,Ali Otieno,Halima Otieno,12/04/2026,25/07/2027,1031394035,Kitui,38.16546142,-1.079924978
P0652,Health Center Upgrade,ICT,Design,Grace Achieng,Abdi Nduku,04/12/2025,12/11/2027,1626985329,Kitui,37.7413102,-1.185082238
P0653,Gishu Borehole Drilling,Health,Design,Janet Abdalla,Ali Abdalla,03/04/2026,02/11/2028,1649728966,Kitui,37.72971295,-1.238977905
P0654,Smart City Project,Water,Design,Daniel Abdalla,Abdi Abdalla,04/12/2026,25/06/2029,2884261179,Kitui,38.02425096,-0.980486317
P0655,Referral Hospital,Education,Design,Rose Chepngeno,Halima Kibet,17/03/2026,12/09/2027,1232978651,Kitui,38.49724143,-0.733084428
P0656,Sanitation Project,Housing,Ongoing,James Abdalla,Rebecca Toroitich,08/09/2024,14/08/2026,481998409,Kitui,38.02094158,-1.455947345
P0657,Digital Learning Center,ICT,Ongoing,Chebet Toroitich,Samuel Ekal,11/05/2025,23/01/2026,2832291654,Kitui,38.54669557,-2.57332287
P0658,Urban Renewal Project,Agriculture,Completed,Grace Kibet,Sarah Mutua,21/08/2021,29/02/2024,549803481,Kitui,38.77779331,-1.96836172
P0659,Innovation Center,Energy,Ongoing,Mercy Nduku,Abdi Mohamed,24/07/2024,22/01/2027,38397654,Kitui,38.9532048,-1.707137196
P0660,Farm Input Program,Health,Ongoing,Ahmed Chebet,David Achieng,11/09/2024,24/07/2026,1263283189,Kitui,38.33305317,-1.71277893
P0661,Wind Farm,Water,Completed,Hassan Noor,Peter Hassan,29/01/2022,25/06/2023,1199583984,Kitui,38.72205798,-1.508231655
P0662,Referral Hospital,Health,Design,Fatma Achieng,Fatma Ekal,10/03/2027,11/05/2028,1386755970,Kitui,38.61124375,-1.972539347
P0663,Borehole Drilling,Health,Design,Janet Nduku,Joseph Hussein,04/01/2027,18/09/2027,2562371951,Kitui,38.13428863,-1.497950986
P0664,Health Center Upgrade,Tourism,Design,Joseph Ekal,Grace Mutua,08/02/2026,31/07/2028,1349351491,Kitui,38.09869604,-1.412338678
P0665,Gishu Clinic Construction,Housing,Ongoing,Ali Otieno,Peter Kibet,16/05/2025,15/07/2027,733513768,Kitui,38.79379861,-1.670981333
P0666,Wildlife Conservancy,Tourism,Ongoing,James Onyango,Sarah Mutua,10/02/2024,04/10/2027,2337736821,Kitui,38.2319483,-1.546315777
P0667,Affordable Housing,Energy,Completed,Hassan Mohamed,Mercy Achieng,16/10/2022,25/04/2025,2700931438,Kitui,38.75914476,-1.601137807
P0668,Resort Development,Tourism,Ongoing,Francis Onyango,Sarah Mutua,17/06/2024,10/10/2025,163533536,Kitui,38.27753747,-0.823352962
P0669,Wind Farm,Tourism,Design,Mercy Mwangi,Peter Cherono,27/11/2026,26/02/2029,689203742,Kitui,38.47691526,-1.233989771
P0670,Wildlife Conservancy,Housing,Design,James Mutua,Daniel Mutua,16/10/2026,08/01/2028,2010074419,Kitui,37.93078182,-1.339880763
P0671,Wildlife Conservancy,Housing,Design,Ali Kibet,Halima Ekidor,04/08/2026,14/06/2028,2499107589,Kitui,38.54133572,-1.330278077
P0672,Urban Renewal Project,Agriculture,Completed,Rose Cherono,Grace Onyango,02/07/2023,22/02/2025,2980971466,Kitui,38.38064514,-1.020974152
P0673,Urban Renewal Project,Agriculture,Completed,Ahmed Otieno,Grace Adan,26/09/2024,11/05/2025,2194231609,Kitui,38.2909164,-0.739832663
P0674,Farm Input Program,Agriculture,Design,Peter Cherono,Daniel Mohamed,23/08/2026,30/04/2028,2111563686,Kitui,38.45396383,-0.904910977
P0675,Gishu Greenhouse Project,ICT,Completed,Sarah Hassan,Janet Ekal,18/08/2023,05/04/2025,1010949620,Kitui,38.88804748,-1.91590056
P0676,Greenhouse Project,Water,Design,Rose Mutua,Sarah Mohamed,02/09/2026,10/01/2029,2940459969,Kitui,38.44438987,-2.433679694
P0677,Innovation Center,Agriculture,Completed,Grace Otieno,David Chepngeno,18/10/2022,12/06/2024,420898467,Kitui,38.23641426,-1.27717358
P0678,Sanitation Project,Education,Ongoing,Rose Onyango,James Toroitich,01/04/2025,20/11/2026,842275100,Kitui,38.90321012,-1.448060098
P0679,Agro-Processing Plant,Agriculture,Ongoing,Hassan Kiprotich,Sarah Mutua,30/06/2024,26/07/2027,552333560,Kitui,38.29106164,-1.201381298
P0680,Digital Learning Center,Housing,Design,Samuel Nduku,David Mohamed,26/12/2025,17/07/2028,2829823235,Kitui,38.66691689,-2.545777129
P0681,Farm Input Program,ICT,Ongoing,James Ekidor,Fatma Otieno,02/08/2024,19/05/2026,2890796739,Kitui,38.84096165,-1.514797176
P0682,Estate Development,Health,Design,David Achieng,Daniel Mwangi,14/04/2026,21/03/2028,2498498253,Kitui,38.83849915,-1.893572184
P0683,Digital Hub,Energy,Ongoing,Rebecca Onyango,Rebecca Ekal,17/03/2025,03/03/2027,709206473,Kitui,38.18392111,-0.207264979
P0684,Medical Supply Chain,Housing,Ongoing,Ali Chepngeno,Ali Nduku,26/04/2025,02/10/2027,2187093812,Kitui,38.13066217,-2.264607264
P0685,Gishu Biogas Initiative,Energy,Design,Francis Kibet,Samuel Onyango,21/03/2027,05/07/2028,2115145108,Kitui,38.37255442,-0.712063597
P0686,Estate Development,Water,Design,Sarah Noor,Rose Chebet,21/04/2027,20/08/2029,1238721216,Kitui,38.71502679,-2.576850065
P0687,Solar Power Plant,ICT,Completed,Peter Abdalla,Peter Kibet,20/05/2021,19/10/2023,1134901044,Kitui,38.45388363,-1.91361816
P0688,Dam Construction,Transport,Ongoing,Grace Hassan,Mercy Onyango,14/03/2024,21/03/2028,795193434,Kitui,38.26371393,-2.267356811
P0689,Digital Hub,Education,Ongoing,David Hassan,Daniel Mwangi,15/05/2024,19/08/2026,2343729461,Kitui,38.63696107,-0.904410714
P0690,Bridge Construction,Tourism,Ongoing,Abdi Ekal,Ahmed Chepngeno,28/06/2025,26/11/2027,1559134278,Kitui,38.34533318,-2.151889181
P0691,Digital Learning Center,Energy,Ongoing,Mercy Nduku,Daniel Ekal,13/03/2025,11/01/2027,1069467118,Kitui,37.84715181,-1.610379711
P0692,Gishu Wildlife Conservancy,Housing,Ongoing,James Onyango,Mercy Abdalla,27/05/2025,06/06/2026,2056701129,Kitui,38.19750054,-0.187204549
P0693,Gishu Mini Hydro Project,Energy,Completed,Chebet Hussein,Janet Noor,14/09/2022,06/02/2024,1679652414,Kitui,38.5711097,-0.894041356
P0694,Urban Renewal Project,Energy,Ongoing,Mercy Onyango,James Mutua,08/01/2025,12/07/2026,2607369448,Kitui,38.48697407,-2.592965896
P0695,Solar Power Plant,Health,Design,Joseph Toroitich,James Mwangi,13/10/2025,22/08/2026,2228080847,Kitui,38.23790919,-1.623971492
P0696,Solar Power Plant,Tourism,Completed,Hassan Achieng,Fatma Chepngeno,04/11/2021,04/05/2024,2904270329,Kitui,38.51977201,-1.39774443
P0697,Medical Supply Chain,Water,Completed,Daniel Toroitich,Janet Ekal,10/12/2023,30/06/2024,443000780,Kitui,38.70225306,-1.71908698
P0698,Resort Development,Health,Ongoing,Rose Abdalla,Janet Mutua,11/02/2025,06/09/2026,65603255,Kitui,38.66859857,-2.66184542
P0699,Gishu Sanitation Project,Housing,Design,Mercy Mohamed,Chebet Hassan,31/07/2026,26/05/2027,1846765231,Kitui,38.50101289,-0.444551711
P0700,Referral Hospital,Tourism,Ongoing,Hassan Mwangi,Samuel Chebet,10/03/2024,14/11/2027,1811566786,Kitui,37.80208465,-1.357315961
P0701,Urban Renewal Project,Water,Completed,Chebet Mutua,Samuel Hussein,07/06/2022,25/08/2024,2771060941,Kitui,38.53896064,-0.66320464
P0702,Cultural Center,Agriculture,Design,Rebecca Mwangi,Peter Mutua,16/09/2026,08/07/2027,2697379576,Kitui,38.89675662,-1.929089353
P0703,Sanitation Project,Agriculture,Design,Abdi Abdalla,Janet Abdalla,24/11/2025,27/09/2027,572869933,Kitui,38.65251538,-2.981015215
P0704,Agro-Processing Plant,Housing,Design,Francis Kiprotich,Chebet Abdalla,15/02/2026,07/09/2028,1571332162,Kitui,38.22320595,-1.648102062
P0705,Irrigation Scheme,Tourism,Ongoing,Janet Achieng,Hassan Cherono,16/06/2025,02/04/2028,2298246412,Kitui,38.90500851,-1.569367269
P0706,Estate Development,Housing,Design,Mercy Kibet,Halima Mutua,23/01/2027,08/08/2028,447964700,Kitui,38.84916232,-2.037572133
P0707,Eco-Tourism Project,Tourism,Ongoing,Sarah Mutua,Peter Kibet,19/02/2025,04/04/2027,730316798,Kitui,38.21227998,-1.95733516
P0708,Urban Renewal Project,Education,Design,Hassan Kiprotich,Ali Toroitich,19/05/2026,27/12/2026,552908765,Kitui,38.61266638,-1.123032626
P0709,Resort Development,Water,Completed,James Nduku,Ahmed Adan,22/03/2024,23/01/2025,1977559775,Kitui,38.3879974,-0.859427277
P0710,Technical Institute,ICT,Ongoing,Samuel Chebet,Hassan Onyango,22/02/2024,19/05/2028,1148447706,Kitui,37.94687336,-0.537873409
P0711,Water Pipeline,Agriculture,Design,Halima Hussein,Janet Abdalla,28/05/2026,10/09/2027,1669107095,Kitui,38.47588035,-2.317296594
P0712,Smart City Project,Energy,Ongoing,Ali Hassan,Grace Abdalla,22/03/2024,15/02/2027,1695349671,Kitui,38.58611059,-1.704479455
P0713,Gishu Farm Input Program,Tourism,Design,Daniel Abdalla,Mercy Noor,04/07/2026,11/09/2027,173185125,Kitui,38.93235575,-1.880579651
P0714,Solar Power Plant,Education,Ongoing,Francis Ekal,Janet Adan,02/03/2024,19/10/2027,1390641493,Kitui,38.54543764,-2.314913779
P0715,Resort Development,Transport,Ongoing,Francis Adan,Sarah Onyango,01/06/2024,05/12/2027,1273223407,Kitui,37.87551107,-1.68726566
P0716,Technical Institute,Energy,Design,Chebet Mohamed,Grace Ekidor,01/01/2026,22/03/2027,571340559,Kitui,38.35130804,-1.992409064
P0717,Bypass Road,Transport,Design,Mercy Mutua,Francis Otieno,28/12/2025,09/03/2027,677121406,Kitui,38.13062292,-0.677461338
P0718,Biogas Initiative,Health,Design,Mercy Mwangi,Ali Abdalla,30/01/2026,08/07/2027,910006899,Kitui,37.97684801,-1.242681235
P0719,Highway Upgrade,Health,Completed,Sarah Adan,Rose Ekal,09/04/2022,07/12/2023,2635188890,Kitui,38.37630627,-2.329230384
P0720,Medical Supply Chain,Energy,Design,Halima Toroitich,Daniel Onyango,24/07/2026,09/02/2027,280899756,Kitui,38.26712948,-0.279640431
P0721,Referral Hospital,Energy,Ongoing,Abdi Hussein,Daniel Hussein,17/12/2024,24/09/2027,2069787281,Kitui,38.47526,-0.329433883
P0722,Solar Power Plant,Housing,Design,Ali Kiprotich,Ali Otieno,05/08/2026,05/03/2029,1938110245,Kitui,38.32539439,-1.755962475
P0723,Solar Power Plant,Transport,Completed,Samuel Ekal,Francis Noor,02/09/2023,16/10/2024,571038327,Kitui,38.92608672,-1.526964868
P0724,Resettlement Housing,Tourism,Ongoing,Chebet Ekal,Halima Onyango,04/03/2024,11/03/2028,2641834880,Kitui,37.82958387,-1.315395273
P0725,Bypass Road,Tourism,Completed,Ali Mutua,Hassan Kiprotich,26/11/2022,22/04/2024,1860473153,Kitui,38.36077724,-1.92154951
P0726,Eco-Tourism Project,Energy,Ongoing,Hassan Otieno,Ahmed Chebet,07/01/2025,15/10/2026,1451415229,Kitui,38.3249854,-0.208142266
P0727,Resort Development,Housing,Completed,Ali Kibet,Sarah Kibet,28/06/2023,28/09/2024,1384068089,Kitui,38.89196667,-2.01195662
P0728,Solar Power Plant,Health,Ongoing,Fatma Hassan,Chebet Chepngeno,20/04/2024,30/09/2027,407889224,Kitui,38.47624393,-1.53510875
P0729,Gishu Urban Renewal Project,Water,Completed,Abdi Mwangi,Mercy Otieno,19/01/2023,12/07/2024,2777761646,Kitui,38.25879815,-1.584213637
P0730,Gishu Clinic Construction,Energy,Completed,Ali Noor,James Mutua,30/03/2023,09/02/2025,1720680544,Kitui,38.42346316,-0.203573023
P0731,Dam Construction,Transport,Completed,Sarah Hussein,Fatma Cherono,21/03/2023,23/11/2024,1120331575,Kitui,38.52751732,-0.938294449
P0732,Biogas Initiative,Tourism,Design,Sarah Hussein,Francis Ekidor,25/04/2026,13/06/2028,2134985506,Kitui,37.89180441,-0.993699914
P0733,Highway Upgrade,Housing,Design,Hassan Toroitich,Chebet Cherono,04/04/2027,27/08/2029,1519939631,Kitui,38.90151302,-1.373077356
P0734,Eco-Tourism Project,Tourism,Design,Hassan Nduku,Rebecca Chepngeno,23/01/2026,30/07/2026,423589209,Kitui,38.66717692,-2.239705838
